encoder__Dependents,encoder__PaymentMethod,encoder__InternetService,encoder__tenure_group,remainder__SeniorCitizen,remainder__Partner,remainder__Tenure,remainder__Contract,remainder__PaperlessBilling,remainder__MonthlyCharges,remainder__TotalCharges,remainder__OnlineSecurity,remainder__OnlineBackup,remainder__DeviceProtection,remainder__TechSupport,remainder__service_diversity,remainder__monthly_charges_ratio,remainder__is_paperless_electronic
0.0,3.0,1.0,2.0,0,0,26,1,1,84.3,2281.6,0,0,1,1,2,1.2962714192177223,0
0.0,3.0,0.0,2.0,0,0,25,1,1,79.0,1902.0,1,1,0,1,3,1.2147739278552794,0
0.0,3.0,2.0,0.0,0,0,1,1,0,19.65,19.65,0,0,0,0,0,0.30215579344754734,0
0.0,1.0,2.0,0.0,0,0,9,1,0,19.7,180.7,0,0,0,0,0,0.3029246377056836,0
0.0,2.0,1.0,0.0,1,0,9,1,1,84.45,762.5,0,0,0,0,0,1.298577951992131,0
0.0,3.0,0.0,5.0,0,1,64,24,1,81.3,5129.3,1,1,1,1,4,1.250140763729547,0
1.0,1.0,2.0,0.0,0,1,11,24,0,20.9,202.3,0,0,0,0,0,0.32137689990095364,0
0.0,2.0,2.0,0.0,0,0,1,1,0,20.7,20.7,0,0,0,0,0,0.3183015228684086,0
0.0,0.0,1.0,1.0,0,1,17,12,0,98.6,1704.95,0,0,1,1,2,1.5161608770446904,0
0.0,2.0,0.0,1.0,0,0,14,1,1,69.65,921.4,0,0,0,1,1,1.0710000515838003,0
0.0,3.0,2.0,0.0,0,0,7,1,0,19.3,144.95,0,0,0,0,0,0.2967738836405936,0
0.0,1.0,2.0,5.0,0,0,62,24,1,19.2,1123.65,0,0,0,0,0,0.2952361951243211,1
0.0,2.0,1.0,0.0,0,0,1,1,0,90.55,90.55,0,0,0,0,0,1.3923769514847537,0
0.0,2.0,1.0,0.0,0,0,10,1,1,70.0,740.0,0,0,0,0,0,1.076381961390754,0
1.0,0.0,1.0,3.0,0,1,41,12,1,109.1,4454.25,0,1,1,1,3,1.6776181712533036,1
0.0,0.0,0.0,4.0,0,0,54,24,0,87.1,4735.2,1,0,1,1,3,1.3393266976733522,0
0.0,0.0,2.0,2.0,0,0,27,24,1,20.25,538.2,0,0,0,0,0,0.3113819245451824,1
1.0,3.0,0.0,0.0,0,0,11,12,1,36.05,402.6,1,0,0,1,2,0.5543367101162382,0
1.0,2.0,2.0,3.0,0,1,40,1,1,26.2,1077.5,0,0,0,0,0,0.40287439126339647,0
0.0,1.0,0.0,4.0,0,0,52,24,1,63.25,3342.45,1,1,0,0,2,0.9725879865423598,1
0.0,2.0,1.0,3.0,1,1,37,1,0,90.0,3371.75,0,0,1,1,2,1.383919664645255,0
1.0,1.0,0.0,4.0,0,0,53,12,0,62.85,3419.5,1,1,0,1,3,0.9664372324772698,0
0.0,2.0,0.0,3.0,1,1,40,12,0,55.8,2283.3,0,0,0,0,0,0.858030192080058,0
1.0,0.0,2.0,5.0,0,1,67,24,1,19.25,1372.9,0,0,0,0,0,0.2960050393824573,1
0.0,0.0,1.0,2.0,1,0,27,12,1,110.5,2857.6,1,1,1,0,3,1.6991458104811188,1
1.0,0.0,0.0,1.0,0,1,17,12,1,70.35,1201.65,1,0,1,0,2,1.0817638711977076,1
0.0,2.0,1.0,0.0,0,0,4,1,0,75.35,338.1,0,0,0,0,0,1.158648297011333,0
0.0,0.0,1.0,5.0,1,0,71,12,0,105.75,7382.85,0,1,0,1,2,1.6261056059581747,0
0.0,3.0,2.0,4.0,0,0,53,24,0,20.25,1048.45,0,0,0,0,0,0.3113819245451824,0
0.0,0.0,1.0,2.0,0,1,32,1,1,75.5,2324.7,1,0,0,0,1,1.1609548297857417,1
0.0,1.0,0.0,2.0,0,0,31,1,0,65.25,1994.3,1,0,1,1,3,1.00334175686781,0
0.0,1.0,0.0,4.0,0,1,51,24,1,83.85,4307.1,1,1,1,1,4,1.2893518208944958,1
0.0,3.0,0.0,3.0,0,1,37,1,1,55.05,2030.75,1,0,0,0,1,0.8464975282080143,0
0.0,2.0,2.0,3.0,0,1,42,24,0,25.25,1108.2,0,0,0,0,0,0.3882663503588077,0
0.0,2.0,1.0,0.0,0,0,3,1,1,92.0,266.8,0,0,0,0,0,1.414673434970705,0
0.0,0.0,0.0,4.0,0,1,60,24,0,37.7,2288.7,1,1,0,1,3,0.5797085706347347,0
0.0,2.0,1.0,0.0,1,1,11,1,1,99.55,1131.2,0,0,1,0,1,1.5307689179492794,0
0.0,0.0,1.0,5.0,0,0,71,24,0,106.7,7382.25,1,0,1,0,2,1.6407136468627634,0
1.0,1.0,0.0,3.0,0,1,43,1,0,29.3,1224.05,0,1,0,0,1,0.45054273526784416,0
0.0,1.0,0.0,2.0,0,1,35,12,0,53.15,1930.9,1,0,1,0,2,0.8172814463988367,0
0.0,3.0,2.0,5.0,1,0,71,24,1,24.65,1766.75,0,0,0,0,0,0.3790402192611726,0
0.0,1.0,2.0,1.0,0,0,16,24,0,18.95,326.8,0,0,0,0,0,0.2913919738336398,0
0.0,1.0,0.0,0.0,0,0,2,1,1,40.4,77.15,0,1,1,1,3,0.6212261605740922,1
0.0,2.0,0.0,0.0,0,0,3,1,0,30.4,82.15,0,0,0,1,1,0.4674573089468417,0
1.0,2.0,1.0,1.0,0,1,14,1,1,91.65,1301.0,0,0,0,1,1,1.4092915251637514,0
0.0,1.0,1.0,1.0,0,0,17,1,1,90.95,1612.2,0,1,1,0,2,1.398527705549844,1
1.0,3.0,2.0,0.0,0,1,9,24,0,19.75,210.65,0,0,0,0,0,0.30369348196381984,0
0.0,1.0,0.0,1.0,0,1,23,1,1,73.65,1642.75,0,0,0,1,1,1.1325075922347005,1
0.0,2.0,1.0,3.0,0,1,42,1,1,94.4,4014.6,1,0,1,0,2,1.4515779593612455,0
1.0,2.0,0.0,2.0,0,1,31,12,0,59.95,1848.8,1,0,1,1,3,0.9218442655053671,0
0.0,2.0,1.0,2.0,1,1,25,1,1,69.3,1813.1,0,0,0,0,0,1.0656181417768464,0
1.0,0.0,0.0,2.0,0,1,32,1,0,61.4,1864.65,1,1,0,1,3,0.9441407489913184,0
0.0,3.0,1.0,5.0,0,1,64,12,1,96.9,6314.35,1,0,0,1,2,1.490020172268058,0
0.0,2.0,1.0,2.0,0,0,29,1,1,78.9,2384.15,0,0,0,0,0,1.213236239339007,0
0.0,2.0,1.0,3.0,1,1,43,1,1,94.3,3953.15,0,1,0,1,2,1.4500402708449727,0
0.0,0.0,0.0,2.0,0,1,35,12,1,54.95,1916.0,1,0,0,1,2,0.8449598396917419,1
1.0,0.0,2.0,5.0,0,1,72,24,0,19.55,1463.45,0,0,0,0,0,0.30061810493127483,0
0.0,0.0,0.0,1.0,0,0,19,1,1,25.15,468.35,0,0,0,0,0,0.3867286618425351,1
0.0,1.0,1.0,0.0,0,0,1,1,1,100.25,100.25,0,1,0,0,1,1.5415327375631869,1
0.0,0.0,1.0,0.0,0,0,7,1,0,69.15,488.65,0,0,0,0,0,1.0633116090024377,0
1.0,2.0,1.0,3.0,0,1,40,12,1,85.05,3355.65,0,0,1,0,1,1.307804083089766,0
0.0,0.0,0.0,0.0,0,0,5,1,0,50.55,244.75,0,1,0,0,1,0.7773015449757515,0
0.0,0.0,0.0,4.0,0,1,59,1,1,41.05,2452.7,0,1,0,0,1,0.6312211359298635,1
1.0,1.0,2.0,5.0,0,1,70,24,1,20.15,1411.2,0,0,0,0,0,0.30984423602890987,1
0.0,0.0,1.0,2.0,1,0,31,1,1,96.6,2877.95,0,0,1,1,2,1.4854071067192403,1
0.0,1.0,2.0,5.0,0,1,72,24,0,19.7,1421.9,0,0,0,0,0,0.3029246377056836,0
1.0,0.0,1.0,3.0,0,1,45,1,1,95.95,4456.65,0,1,1,0,2,1.4754121313634692,1
1.0,2.0,1.0,1.0,0,1,23,1,0,85.6,1868.4,0,0,0,0,0,1.3162613699292647,0
0.0,2.0,1.0,5.0,0,1,67,24,1,111.05,7321.05,1,1,1,1,4,1.7076030973206175,0
0.0,1.0,1.0,2.0,0,1,28,1,0,96.6,2684.35,0,1,1,0,2,1.4854071067192403,0
0.0,1.0,1.0,3.0,0,0,37,12,1,104.5,3778.0,0,1,0,1,2,1.6068844995047684,1
0.0,2.0,1.0,4.0,0,0,59,1,1,111.35,6519.75,0,1,1,1,3,1.712216162869435,0
0.0,1.0,0.0,2.0,0,1,32,12,1,72.8,2333.05,1,0,0,1,2,1.119437239846384,1
0.0,3.0,0.0,0.0,0,0,1,1,1,50.75,50.75,1,0,0,0,1,0.7803769220082966,0
1.0,3.0,2.0,0.0,0,1,11,24,0,25.0,300.7,0,0,0,0,0,0.3844221290681264,0
0.0,1.0,2.0,0.0,0,0,1,1,0,20.55,20.55,0,0,0,0,0,0.3159949900939999,0
0.0,2.0,0.0,0.0,0,0,7,1,1,74.65,521.1,0,0,0,1,1,1.1478844773974255,0
0.0,0.0,1.0,2.0,0,1,26,1,0,79.3,2015.8,0,1,0,0,1,1.2193869934040968,0
1.0,3.0,2.0,0.0,0,0,1,1,1,19.3,19.3,0,0,0,0,0,0.2967738836405936,0
0.0,2.0,1.0,3.0,1,1,46,1,1,100.7,4541.2,1,1,1,0,3,1.5484523358864133,0
0.0,0.0,1.0,0.0,0,0,1,1,0,69.75,69.75,0,0,0,0,0,1.0725377401000726,0
0.0,1.0,1.0,0.0,1,0,8,1,1,69.95,562.7,0,0,0,0,0,1.0756131171326178,1
0.0,0.0,1.0,3.0,1,1,37,1,1,72.25,2575.45,0,0,0,0,0,1.1109799530068853,1
1.0,3.0,0.0,0.0,0,0,3,1,1,55.1,154.65,1,0,0,1,2,0.8472663724661507,0
0.0,3.0,0.0,0.0,0,0,12,1,0,56.65,654.85,1,0,0,1,2,0.8711005444683744,0
0.0,1.0,0.0,3.0,0,0,48,24,0,55.5,2627.35,1,1,0,0,2,0.8534171265312406,0
0.0,3.0,2.0,1.0,0,0,18,12,0,23.75,424.5,0,0,0,0,0,0.3652010226147201,0
0.0,0.0,0.0,4.0,0,1,49,12,1,51.8,2541.25,0,1,0,0,1,0.7965226514291579,1
0.0,0.0,1.0,0.0,0,1,7,1,1,69.95,529.5,0,0,0,0,0,1.0756131171326178,1
0.0,2.0,1.0,3.0,0,0,47,12,1,103.7,4730.6,1,0,1,1,3,1.5945829913745884,0
0.0,3.0,2.0,0.0,0,0,5,1,1,20.5,104.3,0,0,0,0,0,0.31522614583586367,0
0.0,1.0,1.0,1.0,1,1,16,1,1,74.3,1178.25,0,1,0,0,1,1.1425025675904716,1
0.0,1.0,0.0,5.0,0,1,72,24,0,79.2,5401.9,1,1,1,1,4,1.2178493048878245,0
1.0,1.0,0.0,5.0,0,1,67,24,0,50.9,3281.65,1,0,0,0,1,0.7826834547827053,0
0.0,2.0,1.0,1.0,0,1,17,1,0,78.9,1348.95,1,0,0,0,1,1.213236239339007,0
0.0,0.0,1.0,2.0,0,0,26,1,1,88.8,2274.35,0,0,0,0,0,1.3654674024499849,1
1.0,3.0,2.0,0.0,0,1,1,1,0,19.9,19.9,0,0,0,0,0,0.3060000147382286,0
0.0,0.0,1.0,5.0,0,1,72,24,1,100.55,7325.1,1,1,0,1,3,1.5461458031120043,1
0.0,2.0,1.0,2.0,1,1,36,1,1,84.1,3021.6,0,0,0,0,0,1.2931960421851771,0
0.0,3.0,0.0,0.0,1,0,9,1,0,49.2,447.9,0,0,0,1,1,0.7565427500060729,0
1.0,0.0,1.0,5.0,0,1,64,24,0,110.3,6997.3,1,1,0,1,3,1.6960704334485737,0
0.0,3.0,0.0,0.0,0,0,2,1,0,54.15,101.65,0,1,0,0,1,0.8326583315615618,0
0.0,0.0,0.0,5.0,0,0,72,24,0,86.6,6350.5,0,1,1,1,3,1.3316382550919899,0
1.0,2.0,2.0,3.0,0,1,37,1,0,19.35,683.75,0,0,0,0,0,0.2975427278987299,0
0.0,1.0,0.0,3.0,0,0,42,12,0,73.9,3160.55,1,1,1,1,4,1.1363518135253818,0
0.0,1.0,1.0,2.0,0,1,27,1,0,95.0,2462.55,0,0,0,0,0,1.4608040904588804,0
1.0,3.0,2.0,0.0,0,0,8,1,0,20.05,163.6,0,0,0,0,0,0.30830654751263736,0
1.0,0.0,0.0,4.0,0,1,53,12,0,64.15,3491.55,1,1,0,1,3,0.9864271831888124,0
0.0,3.0,0.0,2.0,0,1,25,1,1,71.05,1837.7,1,1,0,1,3,1.0925276908116153,0
0.0,3.0,2.0,0.0,0,0,2,12,0,19.95,47.7,0,0,0,0,0,0.30676885899636486,0
0.0,2.0,1.0,0.0,1,0,1,1,1,85.7,85.7,0,0,0,0,0,1.3177990584455372,0
0.0,0.0,1.0,2.0,0,0,25,24,0,99.3,2513.5,0,0,1,1,2,1.526924696658598,0
1.0,3.0,2.0,1.0,0,0,21,1,0,24.7,467.15,0,0,0,0,0,0.3798090635193089,0
0.0,0.0,2.0,5.0,0,1,70,24,0,19.8,1397.65,0,0,0,0,0,0.3044623262219561,0
0.0,2.0,1.0,5.0,0,0,62,12,1,96.75,6125.4,0,0,1,0,1,1.4877136394936492,0
0.0,2.0,1.0,1.0,0,1,18,1,0,78.2,1468.75,0,0,1,1,2,1.2024724197250993,0
0.0,0.0,1.0,2.0,1,1,33,1,1,100.6,3270.25,0,1,0,0,1,1.5469146473701405,1
1.0,1.0,1.0,5.0,1,1,72,24,1,115.75,8399.15,1,1,1,1,4,1.7798744575854253,1
0.0,2.0,0.0,4.0,0,0,60,24,0,61.4,3638.25,1,1,1,0,3,0.9441407489913184,0
1.0,2.0,1.0,0.0,0,0,12,1,1,105.3,1275.65,0,1,1,0,2,1.6191860076349485,0
1.0,3.0,2.0,0.0,0,0,4,12,1,20.4,84.75,0,0,0,0,0,0.3136884573195911,0
0.0,3.0,2.0,5.0,0,1,72,24,0,25.4,1797.1,0,0,0,0,0,0.3905728831332164,0
1.0,2.0,1.0,5.0,0,1,72,24,1,114.0,8093.15,1,1,1,1,4,1.7529649085506565,0
0.0,2.0,0.0,4.0,1,1,58,1,1,45.3,2651.2,0,1,1,0,2,0.696572897871445,0
0.0,0.0,2.0,0.0,1,0,6,1,0,19.5,106.8,0,0,0,0,0,0.2998492606731386,0
1.0,1.0,0.0,4.0,1,1,56,24,1,72.6,4084.35,1,0,0,1,2,1.116361862813839,1
1.0,1.0,2.0,5.0,0,1,72,24,1,19.8,1414.65,0,0,0,0,0,0.3044623262219561,1
0.0,1.0,2.0,5.0,0,0,62,24,1,25.8,1563.95,0,0,0,0,0,0.39672363719830644,1
0.0,0.0,1.0,0.0,0,0,1,1,0,73.5,73.5,0,0,1,0,1,1.1302010594602916,0
0.0,2.0,1.0,4.0,0,0,55,1,1,73.1,4144.9,0,0,0,0,0,1.1240503053952016,0
0.0,3.0,2.0,1.0,0,1,23,12,0,19.65,436.9,0,0,0,0,0,0.30215579344754734,0
0.0,2.0,1.0,0.0,1,0,1,1,1,93.55,93.55,0,0,0,0,0,1.438507606972929,0
0.0,2.0,1.0,1.0,0,1,17,1,1,69.0,1149.65,0,0,0,0,0,1.061005076228029,0
0.0,0.0,1.0,3.0,0,0,38,12,0,95.0,3605.6,0,0,1,1,2,1.4608040904588804,0
0.0,2.0,1.0,2.0,0,0,35,24,1,108.95,4025.5,1,0,1,1,3,1.6753116384788949,0
1.0,1.0,0.0,3.0,0,0,40,1,1,64.1,2460.35,1,0,0,1,2,0.985658338930676,1
0.0,2.0,1.0,5.0,0,1,63,12,1,96.0,6109.75,0,1,0,0,1,1.4761809756216053,0
0.0,0.0,1.0,0.0,0,1,3,1,1,84.75,264.85,0,0,0,0,0,1.3031910175409485,1
0.0,3.0,2.0,0.0,0,1,3,1,1,23.6,89.05,0,0,0,0,0,0.36289448984031136,0
0.0,2.0,0.0,4.0,1,1,59,1,1,50.25,2997.45,0,1,0,0,1,0.7726884794269341,0
0.0,1.0,0.0,5.0,0,0,66,24,1,90.05,5965.95,1,1,1,1,4,1.3846885089033913,1
0.0,2.0,1.0,0.0,0,0,6,1,1,84.85,523.5,0,1,0,0,1,1.304728706057221,0
0.0,3.0,1.0,1.0,0,0,23,1,0,95.3,2192.9,0,1,0,0,1,1.4654171560076978,0
0.0,2.0,1.0,1.0,0,0,16,1,0,72.65,1194.3,0,0,0,0,0,1.1171307070719754,0
1.0,0.0,1.0,3.0,0,1,41,12,1,101.6,3930.55,1,1,1,0,3,1.5622915325328657,1
0.0,0.0,1.0,1.0,1,1,16,1,1,71.8,1167.8,0,0,0,0,0,1.104060354683659,1
1.0,0.0,1.0,2.0,0,1,28,12,0,100.35,2799.0,0,1,1,0,2,1.5430704260794592,0
0.0,1.0,0.0,5.0,1,1,70,24,1,88.55,6306.5,1,1,1,1,4,1.3616231811593036,1
0.0,0.0,1.0,0.0,0,0,10,1,1,86.05,834.1,0,0,0,0,0,1.323180968252491,1
0.0,3.0,2.0,5.0,0,1,71,24,0,19.6,1416.5,0,0,0,0,0,0.3013869491894111,0
0.0,1.0,1.0,1.0,0,1,19,1,1,88.8,1672.35,1,1,0,1,3,1.3654674024499849,1
1.0,2.0,2.0,0.0,0,1,12,1,1,19.2,239.0,0,0,0,0,0,0.2952361951243211,0
0.0,1.0,1.0,5.0,0,0,64,12,1,100.3,6603.8,1,1,0,0,2,1.542301581821323,1
0.0,3.0,2.0,5.0,0,1,65,24,0,19.9,1292.6,0,0,0,0,0,0.3060000147382286,0
0.0,3.0,2.0,1.0,0,0,22,24,0,26.25,605.9,0,0,0,0,0,0.4036432355215327,0
0.0,1.0,1.0,5.0,0,1,72,24,0,115.8,8332.15,1,1,1,1,4,1.7806433018435615,0
1.0,2.0,1.0,0.0,0,1,3,1,0,89.85,248.4,1,1,0,0,2,1.3816131318708462,0
0.0,0.0,0.0,0.0,0,0,1,1,1,45.1,45.1,0,0,0,0,0,0.6934975208389,1
1.0,2.0,0.0,0.0,0,1,4,1,1,50.9,225.6,0,0,0,0,0,0.7826834547827053,0
0.0,1.0,0.0,1.0,1,0,15,1,0,55.0,757.1,0,0,0,1,1,0.8457286839498781,0
1.0,3.0,2.0,4.0,0,0,60,24,0,19.95,1189.9,0,0,0,0,0,0.30676885899636486,0
0.0,1.0,0.0,5.0,0,1,71,24,0,64.05,4492.9,1,1,1,1,4,0.9848894946725398,0
0.0,1.0,2.0,0.0,0,0,4,1,0,20.45,82.85,0,0,0,0,0,0.3144573015777274,0
0.0,1.0,1.0,5.0,0,1,72,24,1,110.65,8065.65,1,1,1,0,3,1.7014523432555275,1
0.0,0.0,1.0,4.0,1,0,56,12,1,104.75,5510.65,0,1,1,0,2,1.6107287207954497,1
1.0,1.0,2.0,4.0,0,0,52,12,0,19.65,928.4,0,0,0,0,0,0.30215579344754734,0
0.0,3.0,1.0,0.0,0,0,10,1,1,74.15,811.8,0,0,0,0,0,1.140196034816063,0
0.0,2.0,1.0,4.0,0,0,60,24,1,89.55,5231.2,0,0,1,0,1,1.3770000663220288,0
0.0,2.0,1.0,1.0,0,1,21,12,0,79.2,1742.45,0,0,1,1,2,1.2178493048878245,0
1.0,2.0,0.0,4.0,1,1,52,12,1,80.85,4079.55,0,1,1,0,2,1.2432211654063208,0
0.0,2.0,1.0,1.0,0,0,18,1,1,96.05,1740.7,1,0,0,0,1,1.4769498198797415,0
0.0,0.0,2.0,5.0,0,0,62,24,0,19.85,1253.65,0,0,0,0,0,0.3052311704800924,0
1.0,0.0,0.0,2.0,0,1,30,1,0,66.3,1923.5,1,0,0,1,2,1.0194874862886711,0
0.0,3.0,0.0,0.0,0,0,5,12,1,70.0,347.4,0,0,1,0,1,1.076381961390754,0
1.0,0.0,1.0,3.0,0,1,43,1,1,92.55,4039.0,0,0,1,0,1,1.4231307218102038,1
0.0,2.0,1.0,0.0,0,0,6,1,1,89.25,487.05,0,0,1,1,2,1.3723870007732113,0
1.0,1.0,0.0,1.0,0,1,18,12,0,46.4,812.4,0,1,1,0,2,0.7134874715504426,0
0.0,1.0,0.0,4.0,0,0,53,12,0,54.9,3045.75,0,0,1,1,2,0.8441909954336055,0
0.0,1.0,0.0,5.0,0,0,71,24,0,77.35,5550.1,1,1,1,1,4,1.189402067336783,0
1.0,3.0,2.0,0.0,0,1,12,24,0,19.7,258.35,0,0,0,0,0,0.3029246377056836,0
0.0,0.0,0.0,2.0,0,1,33,1,1,72.75,2447.45,1,1,1,0,3,1.118668395588248,1
1.0,2.0,0.0,0.0,0,0,11,1,0,25.2,321.05,0,0,0,0,0,0.3874975061006714,0
1.0,3.0,2.0,1.0,0,1,14,12,1,19.5,272.0,0,0,0,0,0,0.2998492606731386,0
0.0,2.0,1.0,1.0,0,0,24,1,1,90.35,2238.5,0,0,0,0,0,1.3893015744522088,0
0.0,2.0,1.0,5.0,1,1,71,24,1,99.4,7168.25,1,1,1,1,4,1.5284623851748707,0
0.0,3.0,2.0,0.0,0,0,1,1,0,19.75,19.75,0,0,0,0,0,0.30369348196381984,0
0.0,2.0,2.0,0.0,0,0,1,1,1,25.7,25.7,0,0,0,0,0,0.39518594868203394,0
0.0,0.0,1.0,5.0,0,0,72,24,0,109.2,7878.3,0,1,1,1,3,1.6791558597695762,0
0.0,0.0,1.0,0.0,0,0,5,1,1,75.9,357.75,0,0,0,0,0,1.1671055838508317,1
0.0,1.0,0.0,0.0,0,1,12,12,0,53.65,696.35,0,0,0,0,0,0.8249698889801992,0
0.0,2.0,1.0,0.0,0,0,2,1,1,69.7,135.2,0,0,0,0,0,1.0717688958419365,0
0.0,2.0,1.0,0.0,1,1,12,1,1,80.45,950.2,0,0,0,0,0,1.2370704113412307,0
0.0,1.0,2.0,1.0,0,0,16,12,0,19.35,295.55,0,0,0,0,0,0.2975427278987299,0
1.0,0.0,0.0,5.0,1,1,72,24,1,90.15,6716.45,1,1,1,1,4,1.386226197419664,1
0.0,0.0,1.0,1.0,0,1,15,1,1,68.6,1108.6,0,0,0,0,0,1.0548543221629387,1
0.0,1.0,0.0,4.0,1,1,51,1,1,29.45,1459.35,0,1,0,0,1,0.4528492680422529,1
1.0,3.0,2.0,3.0,0,1,42,24,0,19.35,867.3,0,0,0,0,0,0.2975427278987299,0
0.0,0.0,1.0,5.0,1,1,67,24,0,102.9,6989.7,0,1,0,1,2,1.5822814832444083,0
0.0,3.0,2.0,1.0,0,0,13,24,0,19.75,265.75,0,0,0,0,0,0.30369348196381984,0
0.0,2.0,1.0,0.0,0,0,1,1,1,69.65,69.65,0,0,0,0,0,1.0710000515838003,0
0.0,2.0,1.0,2.0,0,1,29,1,1,70.75,1974.8,0,0,0,0,0,1.0879146252627978,0
0.0,1.0,2.0,0.0,0,0,2,12,0,19.3,28.3,0,0,0,0,0,0.2967738836405936,0
1.0,0.0,0.0,5.0,0,1,72,24,0,65.7,4575.35,1,1,1,1,4,1.0102613551910362,0
0.0,0.0,0.0,0.0,0,0,1,1,0,49.55,49.55,1,0,0,0,1,0.7619246598130265,0
0.0,3.0,1.0,0.0,0,0,1,1,0,71.1,71.1,0,0,0,0,0,1.0932965350697514,0
1.0,1.0,0.0,2.0,0,1,29,1,0,80.1,2211.8,0,1,1,0,2,1.231688501534277,0
0.0,3.0,0.0,0.0,0,0,1,1,1,44.9,44.9,0,0,0,0,0,0.690422143806355,0
1.0,1.0,1.0,5.0,0,1,67,24,0,94.1,6302.8,0,1,0,1,2,1.4469648938124278,0
1.0,0.0,1.0,5.0,0,1,66,12,1,74.25,4859.25,0,0,0,0,0,1.1417337233323355,1
0.0,1.0,2.0,0.0,0,0,1,1,0,19.4,19.4,0,0,0,0,0,0.29831157215686605,0
0.0,0.0,1.0,5.0,0,0,72,24,1,101.3,7261.25,1,1,1,0,3,1.5576784669840482,1
0.0,3.0,2.0,3.0,0,0,44,24,0,19.9,868.1,0,0,0,0,0,0.3060000147382286,0
0.0,3.0,0.0,2.0,0,1,27,12,0,80.85,2204.35,1,0,0,1,2,1.2432211654063208,0
0.0,0.0,2.0,5.0,0,1,71,24,1,24.65,1710.15,0,0,0,0,0,0.3790402192611726,1
0.0,2.0,1.0,3.0,1,0,39,1,1,99.75,4036.0,0,0,1,0,1,1.5338442949818243,0
0.0,3.0,0.0,0.0,0,0,3,1,0,29.2,98.5,0,1,0,0,1,0.4490050467515716,0
0.0,0.0,0.0,3.0,0,1,41,12,1,60.3,2511.3,1,1,1,0,3,0.9272261753123209,1
1.0,0.0,0.0,0.0,0,0,5,1,1,48.65,235.2,0,0,0,1,1,0.748085463166574,1
1.0,0.0,0.0,5.0,0,1,61,24,1,81.0,4976.15,0,0,1,1,2,1.2455276981807295,1
0.0,1.0,0.0,1.0,0,0,14,12,0,59.1,772.85,0,0,0,1,1,0.9087739131170508,0
1.0,3.0,2.0,1.0,0,0,19,24,0,20.5,398.55,0,0,0,0,0,0.31522614583586367,0
1.0,1.0,1.0,4.0,0,1,56,1,1,96.95,5432.2,0,1,0,1,2,1.4907890165261943,1
0.0,2.0,1.0,5.0,0,1,71,24,1,116.25,8564.75,1,1,1,1,4,1.7875629001667879,0
0.0,2.0,1.0,1.0,0,0,18,1,1,88.35,1639.3,0,0,0,1,1,1.3585478041267587,0
0.0,3.0,2.0,0.0,0,0,3,1,1,20.0,61.7,0,0,0,0,0,0.30753770325450114,0
0.0,0.0,0.0,1.0,0,0,24,1,0,60.45,1440.75,1,1,0,1,3,0.9295327080867297,0
1.0,3.0,2.0,1.0,0,1,23,24,0,23.85,625.65,0,0,0,0,0,0.3667387111309926,0
0.0,0.0,2.0,5.0,0,0,64,12,1,24.4,1601.2,0,0,0,0,0,0.37519599797049136,1
0.0,2.0,1.0,4.0,1,1,60,12,1,97.95,5867.0,0,1,1,0,2,1.5061659016889193,0
0.0,1.0,2.0,3.0,0,0,40,24,0,19.65,830.25,0,0,0,0,0,0.30215579344754734,0
1.0,1.0,0.0,5.0,0,1,67,24,0,74.0,4868.4,1,1,0,1,3,1.1378895020416542,0
0.0,3.0,0.0,0.0,0,0,8,1,0,43.55,335.4,0,0,0,0,0,0.6696633488366761,0
0.0,1.0,0.0,1.0,1,0,18,1,1,58.4,964.9,1,1,0,0,2,0.8980100935031432,1
0.0,2.0,1.0,0.0,0,0,7,1,1,69.55,521.35,0,0,0,0,0,1.0694623630675275,0
0.0,3.0,1.0,0.0,0,0,5,1,1,80.1,398.55,0,0,0,0,0,1.231688501534277,0
0.0,1.0,1.0,1.0,0,0,22,1,1,94.65,2104.55,0,0,0,0,0,1.4554221806519267,1
0.0,1.0,1.0,1.0,0,0,13,1,1,73.75,956.65,1,0,0,0,1,1.1340452807509729,1
0.0,2.0,1.0,1.0,0,1,14,1,1,86.1,1235.55,0,0,0,0,0,1.3239498125106273,0
0.0,2.0,1.0,0.0,1,0,1,1,1,69.95,69.95,0,0,0,0,0,1.0756131171326178,0
1.0,0.0,2.0,0.0,0,1,11,1,0,20.95,267.35,0,0,0,0,0,0.3221457441590899,0
0.0,2.0,1.0,0.0,1,0,6,1,1,74.1,450.9,1,0,0,0,1,1.1394271905579265,0
0.0,2.0,1.0,2.0,1,1,32,1,1,104.9,3351.55,0,0,1,1,2,1.6130352535698584,0
0.0,3.0,2.0,5.0,0,1,72,24,1,26.0,1776.0,0,0,0,0,0,0.39979901423085146,0
1.0,3.0,0.0,0.0,0,1,6,1,0,45.5,285.2,0,0,0,0,0,0.6996482749039901,0
0.0,3.0,0.0,0.0,0,0,5,1,1,50.6,249.95,0,0,0,0,0,0.7780703892338878,0
0.0,2.0,1.0,0.0,1,0,2,1,1,93.85,170.85,0,0,0,0,0,1.4431206725217465,0
0.0,3.0,2.0,0.0,0,0,1,1,1,19.6,19.6,0,0,0,0,0,0.3013869491894111,0
1.0,2.0,1.0,2.0,0,1,25,1,0,85.9,2199.05,0,0,0,1,1,1.3208744354780824,0
